id,name_zh,priority,file,duration_seconds,sample_rate,channels,loop,loop_start_frame,loop_end_frame_exclusive,bpm,decoded_peak_dbfs,rms_dbfs,note
sfx_ritual_step_03,绕柱仪式确认音 3,P1,sfx/sfx_ritual_step_03.wav,1.3,48000,2,False,,,,-16.0,-28.21,
sfx_ritual_step_04,绕柱仪式确认音 4,P1,sfx/sfx_ritual_step_04.wav,1.3,48000,2,False,,,,-16.0,-27.69,
sfx_ritual_error,仪式顺序错误声,P1,sfx/sfx_ritual_error.wav,0.55,48000,2,False,,,,-20.0,-30.85,
sfx_condensation_pickup_01,冷凝水拾取声 1,P1,sfx/sfx_condensation_pickup_01.wav,0.75,48000,2,False,,,,-17.0,-35.8,高频水滴滑音，与牛奶 CDE 固定音阶区分。
sfx_condensation_pickup_02,冷凝水拾取声 2,P1,sfx/sfx_condensation_pickup_02.wav,0.75,48000,2,False,,,,-17.0,-36.02,高频水滴滑音，与牛奶 CDE 固定音阶区分。
sfx_companion_onion_wake,同伴唤醒音 A（洋葱）,P1,sfx/sfx_companion_onion_wake.wav,2.4,48000,2,False,,,,-18.0,-26.93,D3 / F3 / A3；与共生持续和声层同调。
sfx_companion_garlic_wake,同伴唤醒音 B（蒜头）,P1,sfx/sfx_companion_garlic_wake.wav,2.4,48000,2,False,,,,-18.0,-26.58,D3 / F3 / A3；与共生持续和声层同调。
sfx_companion_ginger_wake,同伴唤醒音 C（老姜或葱根）,P1,sfx/sfx_companion_ginger_wake.wav,2.4,48000,2,False,,,,-18.0,-26.26,D3 / F3 / A3；与共生持续和声层同调。
sfx_barcode_scan_01,条形码扫描声 1,P1,sfx/sfx_barcode_scan_01.wav,0.42,48000,2,False,,,,-17.0,-25.86,
sfx_barcode_scan_02,条形码扫描声 2,P1,sfx/sfx_barcode_scan_02.wav,0.42,48000,2,False,,,,-17.0,-25.87,
sfx_electric_node_ok_01,电气节点正确声 1,P1,sfx/sfx_electric_node_ok_01.wav,0.42,48000,2,False,,,,-17.0,-29.72,
sfx_electric_node_ok_02,电气节点正确声 2,P1,sfx/sfx_electric_node_ok_02.wav,0.42,48000,2,False,,,,-17.0,-29.83,
sfx_electric_node_ok_03,电气节点正确声 3,P1,sfx/sfx_electric_node_ok_03.wav,0.42,48000,2,False,,,,-17.0,-29.74,
sfx_electric_node_error,电气节点错误声,P1,sfx/sfx_electric_node_error.wav,0.26,48000,2,False,,,,-19.0,-31.06,
sfx_circuit_connected,接通电路声,P1,sfx/sfx_circuit_connected.wav,1.55,48000,2,False,,,,-13.0,-26.32,
sfx_thermostat_click,温控旋钮咔哒声,P1,sfx/sfx_thermostat_click.wav,0.22,48000,2,False,,,,-15.0,-37.06,
sfx_thermostat_click_seventh,温控旋钮第七格低频确认,P1,sfx/sfx_thermostat_click_seventh.wav,0.8,48000,2,False,,,,-12.0,-33.84,
sfx_owner_step_far,冰箱门外脚步声（远）,P1,sfx/sfx_owner_step_far.wav,3.1,48000,2,False,,,,-27.0,-43.01,同一脚步序列的距离版；保留远中近音量梯度，勿逐文件响度归一化。
sfx_owner_step_mid,冰箱门外脚步声（中）,P1,sfx/sfx_owner_step_mid.wav,3.1,48000,2,False,,,,-20.0,-37.77,同一脚步序列的距离版；保留远中近音量梯度，勿逐文件响度归一化。
sfx_owner_step_near,冰箱门外脚步声（近）,P1,sfx/sfx_owner_step_near.wav,3.1,48000,2,False,,,,-13.0,-30.99,同一脚步序列的距离版；保留远中近音量梯度，勿逐文件响度归一化。
sfx_fridge_door_rumble_01,冰箱门震动声 1,P0,sfx/sfx_fridge_door_rumble_01.wav,2.2,48000,2,False,,,,-9.0,-32.4,
sfx_fridge_door_rumble_02,冰箱门震动声 2,P0,sfx/sfx_fridge_door_rumble_02.wav,2.2,48000,2,False,,,,-9.0,-31.93,
sfx_fridge_door_open,冰箱门磁吸开启声,P0,sfx/sfx_fridge_door_open.wav,1.1,48000,2,False,,,,-12.0,-28.75,干声、少混响；胶条吸附松开后短气流。
sfx_takeout_lid_click,外卖盒卡扣咔哒,P0,sfx/sfx_takeout_lid_click.wav,0.36,48000,2,False,,,,-9.0,-30.28,干声；无史诗混响。
sfx_light_switch_press,灯开关按下声,P1,sfx/sfx_light_switch_press.wav,0.3,48000,2,False,,,,-16.0,-38.58,
sfx_trash_bag_rustle_01,垃圾袋摩擦声（拖拽）,P0,sfx/sfx_trash_bag_rustle_01.wav,1.8,48000,2,False,,,,-14.0,-28.22,
sfx_trash_bag_rustle_02,垃圾袋摩擦声（撕裂）,P0,sfx/sfx_trash_bag_rustle_02.wav,1.1,48000,2,False,,,,-14.0,-29.64,
sfx_trash_bag_rustle_03,垃圾袋摩擦声（堆叠）,P0,sfx/sfx_trash_bag_rustle_03.wav,1.4,48000,2,False,,,,-14.0,-28.73,
sfx_trash_bag_drop,垃圾袋落地声,P0,sfx/sfx_trash_bag_drop.wav,1.45,48000,2,False,,,,-8.0,-28.91,单次闷重落地及塑料短尾；适合黑屏后一击笑点。
amb_landfill_rain_loop,雨夜填埋场环境声,P2,ambience/amb_landfill_rain_loop.ogg,24.0,48000,2,True,0,1152000,,-22.02,-36.34,
amb_balcony_wind_birds_loop,窗外风声与鸟声,P1,ambience/amb_balcony_wind_birds_loop.ogg,24.0,48000,2,True,0,1152000,,-25.23,-40.03,低音量窗边风声与原创合成远鸟鸣。
sfx_kpi_report_complete,收银或报表完成声,P1,sfx/sfx_kpi_report_complete.wav,1.2,48000,2,False,,,,-14.0,-25.43,
sfx_root_access_granted,系统 ROOT 成功声,P1,sfx/sfx_root_access_granted.wav,2.0,48000,2,False,,,,-13.0,-27.85,原创五音电子完成提示。
